Customer ID,Purchase Date,Month,Product Category,Product Price ,Quantity,total purchase,Payment Method,Customer Age,Returns,Customer Name,Gender,Churn
15392,1-Jan-20,1,Books,299,3,897,Credit Card,21,1,Deborah Newman,Male,0
39923,1-Jan-20,1,Clothing,423,5,2115,Credit Card,42,1,Nicholas Ayala,Male,0
43772,1-Jan-20,1,Books,286,3,858,Cash,65,1,Taylor Thomas,Male,0
32581,1-Jan-20,1,Clothing,375,1,375,PayPal,21,0,Janice Oconnor,Female,1
1856,1-Jan-20,1,Clothing,138,3,414,PayPal,53,0,Vanessa Lewis,Male,0
2788,1-Jan-20,1,Clothing,350,2,700,PayPal,33,1,Kelly Buck,Male,1
31713,1-Jan-20,1,Home,110,4,440,Credit Card,60,1,Mr. Roger Smith,Female,0
17491,1-Jan-20,1,Elec,399,4,1596,Credit Card,18,1,Stephanie Hunt,Female,1
40783,1-Jan-20,1,Books,218,5,1090,Credit Card,59,1,Nathaniel Harrison,Female,0
23663,1-Jan-20,1,Home,371,4,1484,PayPal,58,0,Sean Schmidt,Female,0
8701,1-Jan-20,1,Home,227,2,454,PayPal,33,1,Michael Rogers,Male,0
43058,1-Jan-20,1,Home,177,4,708,Credit Card,60,1,Patrick Wall,Male,0
3094,1-Jan-20,1,Clothing,236,4,944,Crypto,69,0,Mrs. Amy Hebert,Male,0
17702,1-Jan-20,1,Clothing,52,1,52,Credit Card,43,0,Gabriel Brown,Female,1
31585,1-Jan-20,1,Home,341,1,341,Cash,31,0,Heather Harris,Male,0
11668,1-Jan-20,1,Elec,369,1,369,Credit Card,60,1,Michelle Blake,Male,0
45787,1-Jan-20,1,Clothing,243,1,243,Credit Card,58,0,Vanessa Edwards,Male,1
41226,1-Jan-20,1,Home,311,4,1244,PayPal,56,0,John Hoffman,Male,0
4027,1-Jan-20,1,Elec,368,5,1840,Crypto,67,0,Amy Byrd,Male,0
49333,1-Jan-20,1,Books,149,2,298,Credit Card,37,1,Dana Gordon MD,Male,0
22422,1-Jan-20,1,Clothing,452,2,904,PayPal,41,0,Gloria Ball,Male,0
5096,1-Jan-20,1,Home,173,4,692,Crypto,48,0,Allen Long,Female,0
20780,1-Jan-20,1,Books,197,4,788,Credit Card,50,0,Dean Everett,Female,1
16672,1-Jan-20,1,Books,17,2,34,PayPal,30,1,Christopher Edwards,Male,0
39569,1-Jan-20,1,Books,362,1,362,Credit Card,18,1,Tony Garcia,Female,1
9206,1-Jan-20,1,Home,258,3,774,Cash,60,1,Daniel Singleton,Male,0
5936,1-Jan-20,1,Clothing,483,2,966,PayPal,47,0,Willie Griffin,Female,1
36700,1-Jan-20,1,Home,388,4,1552,Cash,43,1,Dr. Daniel Robles,Female,1
46821,1-Jan-20,1,Elec,237,1,237,Credit Card,52,0,Lindsay Hanson,Female,0
38313,1-Jan-20,1,Elec,117,3,351,Credit Card,28,1,Bethany Hall,Female,0
33450,1-Jan-20,1,Books,448,5,2240,Crypto,59,1,Michael Green,Male,0
44642,1-Jan-20,1,Books,287,4,1148,Credit Card,24,1,Heather Lewis,Male,0
3128,1-Jan-20,1,Books,253,2,506,Credit Card,49,0,Gregory Gray,Male,0
5821,1-Jan-20,1,Books,311,1,311,Credit Card,27,0,Matthew Martinez,Female,0
33012,1-Jan-20,1,Elec,330,4,1320,Crypto,64,0,Sandra Cross,Female,0
25337,1-Jan-20,1,Home,32,2,64,Cash,42,0,Justin Sanchez,Female,0
48717,1-Jan-20,1,Clothing,92,5,460,PayPal,36,0,Ebony Richards,Male,1
5910,1-Jan-20,1,Clothing,296,4,1184,Credit Card,33,1,Samantha Johnson,Female,0
18235,1-Jan-20,1,Elec,156,2,312,Credit Card,53,0,Michael Ortega,Female,1
14097,1-Jan-20,1,Clothing,293,1,293,Credit Card,70,0,Elizabeth Jarvis,Male,0
9327,1-Jan-20,1,Books,147,2,294,Credit Card,30,0,John Castaneda,Female,0
9242,1-Jan-20,1,Home,90,1,90,Credit Card,33,0,Edgar Watkins,Male,0
2363,1-Jan-20,1,Books,59,5,295,PayPal,28,0,Kyle Peters,Female,1
31876,1-Jan-20,1,Clothing,165,1,165,PayPal,41,0,Luke Bennett,Male,0
43894,1-Jan-20,1,Books,487,1,487,Credit Card,65,1,Sharon Baxter,Male,0
38007,1-Jan-20,1,Elec,339,4,1356,PayPal,24,1,Aaron Walker,Male,0
44650,1-Jan-20,1,Home,24,1,24,Cash,67,0,Brittany Webster,Male,0
33864,1-Jan-20,1,Home,293,1,293,Credit Card,45,1,Harold George,Female,0
46718,1-Jan-20,1,Clothing,431,5,2155,Crypto,19,0,Debra Wilson,Female,1
1954,1-Jan-20,1,Clothing,302,5,1510,Cash,48,1,Alyssa Murphy,Male,0
41812,1-Jan-20,1,Elec,194,2,388,PayPal,55,0,Tonya Romero,Female,0
37509,1-Jan-20,1,Home,495,1,495,Credit Card,59,0,Daniel Lee,Female,1
8654,1-Jan-20,1,Clothing,406,2,812,Credit Card,63,1,Robert Payne,Female,1
45738,1-Jan-20,1,Clothing,321,1,321,Credit Card,46,0,Tanya Sweeney,Male,0
27016,1-Jan-20,1,Home,253,1,253,Credit Card,62,0,Joshua Jarvis,Female,0
23568,1-Jan-20,1,Clothing,263,4,1052,PayPal,61,0,Stacey Martinez,Male,1
223,1-Jan-20,1,Home,27,2,54,Cash,23,0,Kaitlyn Lee,Female,0
4142,1-Jan-20,1,Books,351,4,1404,Crypto,55,0,Jennifer Serrano,Female,0
3420,1-Jan-20,1,Elec,493,2,986,Cash,68,0,Heather Turner,Female,1
29365,1-Jan-20,1,Clothing,99,4,396,Cash,38,0,Mia Arias,Male,0
17316,1-Jan-20,1,Books,128,4,512,Credit Card,24,0,Bradley Buckley,Male,0
21485,1-Jan-20,1,Clothing,427,2,854,PayPal,27,0,Ryan Johnson,Male,0
24798,1-Jan-20,1,Clothing,148,2,296,PayPal,41,1,Brian Gray,Female,0
29041,1-Jan-20,1,Elec,139,3,417,Cash,30,0,Rachel Rocha,Male,0
7647,1-Jan-20,1,Home,460,2,920,Credit Card,51,0,Mark Stephens,Female,0
24355,1-Jan-20,1,Elec,340,5,1700,PayPal,41,0,Brian Ortega,Male,0
36532,1-Jan-20,1,Home,142,2,284,Cash,57,0,Abigail Salazar,Female,1
23282,1-Jan-20,1,Elec,23,3,69,Credit Card,32,1,Justin Carter,Female,0
45815,1-Jan-20,1,Home,45,4,180,PayPal,42,0,Lisa Lozano,Male,0
20141,1-Jan-20,1,Clothing,319,4,1276,Cash,57,0,Chelsea Ellison,Female,0
8249,1-Jan-20,1,Books,160,1,160,Crypto,36,1,Jordan Douglas,Female,0
30674,1-Jan-20,1,Elec,94,4,376,PayPal,23,1,Michael Kirby,Female,0
1573,1-Jan-20,1,Home,412,1,412,PayPal,22,0,Richard Aguirre,Female,0
30008,1-Jan-20,1,Elec,175,5,875,Credit Card,25,1,Anthony Kelley,Female,0
46112,1-Jan-20,1,Clothing,438,3,1314,Cash,30,0,Marcus Haynes,Male,1
8365,1-Jan-20,1,Clothing,283,4,1132,PayPal,21,1,Jesse Hensley,Female,1
9591,1-Jan-20,1,Books,92,3,276,Credit Card,54,1,Annette Adams,Female,0
17359,1-Jan-20,1,Books,375,2,750,Crypto,40,0,Jeffrey Weaver,Male,1
33989,1-Jan-20,1,Books,265,4,1060,PayPal,35,0,Brenda Murphy,Female,0
29782,1-Jan-20,1,Home,149,3,447,Credit Card,46,0,George Ruiz,Female,0
26278,1-Jan-20,1,Clothing,360,3,1080,Cash,52,1,Albert Fisher,Female,0
23134,1-Jan-20,1,Elec,24,4,96,PayPal,44,0,Brian Miller,Female,0
48174,1-Jan-20,1,Clothing,331,2,662,PayPal,20,1,Javier Ramos,Male,0
9676,1-Jan-20,1,Elec,488,2,976,PayPal,30,0,Ryan Luna,Female,0
9146,1-Jan-20,1,Clothing,411,5,2055,Credit Card,28,0,Anne Chapman,Male,0
27611,1-Jan-20,1,Books,82,2,164,PayPal,41,0,Thomas Dixon,Male,1
27930,1-Jan-20,1,Books,471,2,942,Cash,35,0,Savannah Short,Male,0
26430,1-Jan-20,1,Home,215,2,430,Crypto,47,1,Mary Robles,Female,0
11999,1-Jan-20,1,Home,187,4,748,Cash,36,0,Mary Douglas,Male,0
34274,1-Jan-20,1,Home,173,5,865,PayPal,40,0,Richard Watkins,Male,0
41878,1-Jan-20,1,Books,67,1,67,Credit Card,24,1,Blake Williams,Male,0
36672,1-Jan-20,1,Clothing,227,3,681,Credit Card,34,1,Phyllis Robinson,Male,1
22580,1-Jan-20,1,Home,46,3,138,Credit Card,26,1,Steven Graham,Female,1
8603,1-Jan-20,1,Elec,285,4,1140,PayPal,41,0,Jennifer Bullock,Male,0
9312,1-Jan-20,1,Books,451,2,902,PayPal,27,0,Richard Snyder,Female,0
45666,1-Jan-20,1,Elec,308,5,1540,Credit Card,69,0,Ronald Scott,Female,0
2513,1-Jan-20,1,Home,340,5,1700,Crypto,66,0,Kevin Coleman,Female,0
32846,1-Jan-20,1,Elec,261,5,1305,Credit Card,69,0,Kevin Jackson,Female,0
43706,1-Jan-20,1,Home,486,3,1458,Credit Card,26,0,Peter Merritt,Male,1
42889,1-Jan-20,1,Books,367,4,1468,PayPal,51,1,David Douglas,Female,0
27433,1-Jan-20,1,Elec,496,4,1984,Credit Card,49,1,Steven Olson,Male,0
17657,1-Jan-20,1,Clothing,436,4,1744,PayPal,49,0,Robert Floyd,Male,0
22614,1-Jan-20,1,Books,126,4,504,PayPal,29,1,Ann Dillon DVM,Female,0
12238,1-Jan-20,1,Elec,248,5,1240,PayPal,20,0,Tyler Adams,Male,0
32677,1-Jan-20,1,Elec,47,5,235,PayPal,36,0,Henry Sanchez,Female,0
25421,1-Jan-20,1,Books,90,5,450,PayPal,68,1,Gary Watson,Female,0
15539,1-Jan-20,1,Clothing,464,1,464,Credit Card,51,0,Courtney Reyes,Male,0
26671,1-Jan-20,1,Books,272,3,816,Cash,67,1,Edward White,Female,0
8316,1-Jan-20,1,Home,392,2,784,Crypto,43,1,Tyler Welch,Male,0
19995,1-Jan-20,1,Clothing,161,2,322,Credit Card,18,1,Rodney Knight,Female,0
29253,1-Jan-20,1,Clothing,310,2,620,Credit Card,37,0,John Novak,Male,0
17131,1-Jan-20,1,Books,94,5,470,PayPal,18,0,Jake Reed,Female,0
24848,1-Jan-20,1,Home,251,5,1255,Credit Card,32,0,Cassandra Nelson,Female,0
9517,1-Jan-20,1,Books,289,5,1445,Cash,39,1,Roger Hunt,Female,0
47559,1-Jan-20,1,Clothing,378,1,378,Credit Card,27,0,Brittany Miller,Male,0
43644,1-Jan-20,1,Elec,68,5,340,PayPal,52,0,Paul Flores,Female,0
36909,1-Jan-20,1,Clothing,403,1,403,Cash,23,1,Toni Lewis,Male,0
47270,1-Jan-20,1,Elec,350,1,350,Credit Card,41,0,Nathan Williams,Female,0
40052,1-Jan-20,1,Books,396,3,1188,PayPal,48,1,Kayla Simmons,Female,0
11969,1-Jan-20,1,Books,51,5,255,Credit Card,63,0,Troy Sanchez,Female,1
20498,1-Jan-20,1,Clothing,139,3,417,Credit Card,57,1,Michael Liu,Male,0
28783,1-Jan-20,1,Home,385,3,1155,Crypto,23,0,Jessica Robles,Female,1
41222,1-Jan-20,1,Clothing,391,4,1564,Credit Card,38,1,Matthew Carlson,Male,0
49028,1-Jan-20,1,Home,103,3,309,PayPal,45,1,Erin Barnett,Female,0
40458,1-Jan-20,1,Clothing,332,3,996,Credit Card,28,1,Kristen Medina,Male,0
42074,1-Jan-20,1,Home,184,5,920,Credit Card,35,1,Leah Ramos,Female,1
22939,1-Jan-20,1,Books,404,1,404,PayPal,20,0,Patrick Perez,Male,0
16100,1-Jan-20,1,Elec,159,3,477,Credit Card,52,0,Jeffrey Navarro,Female,0
41185,1-Jan-20,1,Home,87,3,261,PayPal,65,0,Steven Anderson,Female,0
12907,1-Jan-20,1,Elec,206,4,824,Credit Card,32,1,Dustin Moses,Female,0
24766,1-Jan-20,1,Clothing,128,4,512,PayPal,51,0,William Williams,Male,0
33664,1-Jan-20,1,Books,265,3,795,PayPal,34,1,Ronald Washington,Male,0
13426,1-Jan-20,1,Elec,31,2,62,Credit Card,69,1,Michael Nguyen,Male,1
16270,1-Jan-20,1,Books,362,4,1448,Credit Card,34,0,Andre Wallace DDS,Female,0
10914,1-Jan-20,1,Books,420,4,1680,PayPal,48,0,Angela Bradley,Female,0
27951,1-Jan-20,1,Books,147,1,147,Credit Card,46,0,Courtney Thomas,Male,1
11265,1-Jan-20,1,Clothing,51,1,51,Credit Card,25,0,Dana Pittman,Female,0
21638,1-Jan-20,1,Books,179,5,895,Cash,42,0,Andrew Hernandez,Female,0
14853,1-Jan-20,1,Books,93,2,186,PayPal,53,0,Pamela Mcdowell,Male,0
23778,1-Jan-20,1,Clothing,138,1,138,Cash,54,0,David Lee,Male,0
39872,1-Jan-20,1,Books,101,1,101,Cash,32,0,Bryan Ramsey,Female,0
31822,1-Jan-20,1,Books,225,5,1125,PayPal,19,1,Robert Evans,Female,0
35265,1-Jan-20,1,Home,46,4,184,Cash,70,0,Sarah Williams,Female,0
8349,1-Jan-20,1,Elec,165,3,495,Cash,47,0,Jonathan Burgess,Female,0
4556,1-Jan-20,1,Clothing,269,2,538,Credit Card,25,0,Jared Jennings,Female,0
9451,1-Jan-20,1,Clothing,366,1,366,Credit Card,47,1,Melissa Peterson,Female,0
34660,1-Jan-20,1,Clothing,88,2,176,Cash,32,1,Valerie Smith,Male,0
6931,1-Jan-20,1,Books,237,3,711,PayPal,40,0,Diamond Henderson,Female,0
8071,1-Jan-20,1,Books,215,3,645,Credit Card,50,0,Michelle Mitchell,Male,0
43924,1-Jan-20,1,Books,370,3,1110,Credit Card,61,0,Andrew Matthews,Female,1
22233,1-Jan-20,1,Elec,354,2,708,PayPal,41,0,Yvette Garcia,Male,0
31,1-Jan-20,1,Books,49,3,147,Credit Card,23,0,Tara Campbell,Female,0
44203,1-Jan-20,1,Clothing,465,5,2325,Credit Card,32,0,Sarah Wood,Male,0
4003,1-Jan-20,1,Elec,201,2,402,Cash,64,0,Pam Evans,Female,0
24458,1-Jan-20,1,Elec,359,5,1795,Crypto,60,1,Aaron Green,Female,0
32958,1-Jan-20,1,Books,20,2,40,Cash,31,0,Shelley Santana,Male,0
17209,1-Jan-20,1,Clothing,300,1,300,Credit Card,25,1,Mary Gibbs,Male,0
22621,1-Jan-20,1,Home,169,5,845,Cash,57,0,Debra Brock,Male,0
41206,1-Jan-20,1,Clothing,331,3,993,Crypto,69,0,Anita Dickson,Male,0
26088,1-Jan-20,1,Books,24,2,48,PayPal,44,0,Charles Wong,Female,0
31582,1-Jan-20,1,Home,223,3,669,Crypto,46,1,Brian Stanley,Female,0
18115,1-Jan-20,1,Elec,317,5,1585,PayPal,41,0,Lori Edwards,Male,0
29113,1-Jan-20,1,Books,154,2,308,PayPal,54,0,Christopher Murphy,Female,0
18601,1-Jan-20,1,Home,381,3,1143,PayPal,40,0,Shawn Valentine DDS,Male,0
8514,1-Jan-20,1,Books,172,1,172,Crypto,38,0,Joseph Fuentes,Female,0
8257,1-Jan-20,1,Books,435,5,2175,PayPal,65,1,Daniel Rodriguez,Female,1
38568,1-Jan-20,1,Books,235,2,470,PayPal,39,1,Lori Wells,Female,0
31974,1-Jan-20,1,Elec,140,3,420,Credit Card,68,1,Deborah Smith,Male,0
8735,1-Jan-20,1,Home,109,3,327,PayPal,39,0,Amy Hansen,Female,1
43698,1-Jan-20,1,Elec,405,4,1620,Cash,47,1,Ashley Peters,Male,0
47437,1-Jan-20,1,Clothing,289,5,1445,Credit Card,42,1,Lori Tucker,Male,0
8291,1-Jan-20,1,Elec,45,1,45,Credit Card,20,1,Alyssa Johnson,Female,0
16282,1-Jan-20,1,Books,82,4,328,Credit Card,35,1,Brittney Moyer,Female,0
8647,1-Jan-20,1,Clothing,259,3,777,PayPal,33,1,Amy Adams,Female,0
9257,1-Jan-20,1,Home,390,4,1560,Cash,55,0,Michael Jenkins,Female,0
35420,1-Jan-20,1,Elec,430,5,2150,Cash,21,0,Sherri Perez,Female,1
32242,1-Jan-20,1,Home,161,5,805,PayPal,60,1,Rebecca Mcdaniel,Female,1
34772,2-Jan-20,1,Clothing,63,3,189,Credit Card,51,0,Kimberly Burgess,Male,0
21041,2-Jan-20,1,Home,311,4,1244,Cash,25,0,Ronnie Hanson,Female,1
25861,2-Jan-20,1,Books,473,4,1892,Cash,47,0,Phillip Santos,Female,1
1166,2-Jan-20,1,Home,11,4,44,PayPal,26,0,Gabriela Kirby,Female,0
28419,2-Jan-20,1,Elec,420,4,1680,Cash,63,1,Alyssa Curtis,Female,0
39798,2-Jan-20,1,Home,32,4,128,Credit Card,66,1,Lisa Wilcox,Male,0
27535,2-Jan-20,1,Home,457,4,1828,Cash,22,1,Julia Hanna,Male,0
19796,2-Jan-20,1,Elec,198,3,594,Cash,69,0,George Santos,Male,0
29990,2-Jan-20,1,Clothing,499,1,499,PayPal,36,0,Kristin Lewis,Male,0
742,2-Jan-20,1,Clothing,377,5,1885,Cash,27,1,Paul Clay,Female,0
15672,2-Jan-20,1,Books,207,1,207,Credit Card,23,0,Keith Harris,Male,0
29415,2-Jan-20,1,Books,223,1,223,PayPal,32,0,Nicole Pham,Female,0
48001,2-Jan-20,1,Elec,353,1,353,Credit Card,38,1,Anna Collier,Female,0
49264,2-Jan-20,1,Home,357,1,357,Credit Card,35,1,Dawn Jordan,Male,1
38732,2-Jan-20,1,Clothing,466,5,2330,Crypto,62,0,Lisa Mitchell,Female,0
22137,2-Jan-20,1,Books,177,3,531,Crypto,53,0,Tammie Thornton MD,Female,0
1581,2-Jan-20,1,Books,102,2,204,Credit Card,41,0,Elizabeth Garcia,Male,0
44477,2-Jan-20,1,Home,391,2,782,Credit Card,57,1,Katherine Thompson,Male,0
6120,2-Jan-20,1,Home,29,4,116,Cash,66,0,Jasmine Rivera,Female,0
6885,2-Jan-20,1,Home,162,5,810,Cash,39,1,Dana Smith,Male,0
48665,2-Jan-20,1,Clothing,498,3,1494,Credit Card,58,0,Michael Perez,Female,0
4687,2-Jan-20,1,Home,406,4,1624,Crypto,24,0,Anthony Estrada,Male,0
48322,2-Jan-20,1,Home,412,2,824,Credit Card,54,0,Kenneth Adams,Male,1
48833,2-Jan-20,1,Home,294,3,882,PayPal,20,1,Scott Decker,Male,0
9287,2-Jan-20,1,Clothing,68,4,272,PayPal,22,0,Elizabeth Sullivan,Male,0
32124,2-Jan-20,1,Books,31,3,93,Cash,58,0,Ariel Short,Male,0
45293,2-Jan-20,1,Home,331,4,1324,PayPal,39,1,Ashley Sims,Male,1
1930,2-Jan-20,1,Clothing,43,3,129,PayPal,20,0,Andrea Crawford,Female,0
12424,2-Jan-20,1,Home,147,2,294,PayPal,49,0,Antonio Gibson,Male,0
48255,2-Jan-20,1,Books,20,4,80,Credit Card,61,0,Kim Munoz,Female,0
22606,2-Jan-20,1,Clothing,71,2,142,Credit Card,45,0,Lorraine Moore,Female,0
43641,2-Jan-20,1,Books,359,4,1436,PayPal,28,1,Todd Wilkerson,Male,0
31761,2-Jan-20,1,Elec,162,1,162,PayPal,47,1,Brittney Pollard,Male,0
21283,2-Jan-20,1,Home,222,2,444,PayPal,52,1,Gerald Hines,Male,0
36092,2-Jan-20,1,Books,284,2,568,Cash,30,0,Luis Soto,Female,0
33351,2-Jan-20,1,Books,241,2,482,Cash,29,0,Mario Bailey,Female,0
45475,2-Jan-20,1,Elec,436,3,1308,Crypto,63,1,Jeff Kelley,Male,0
20417,2-Jan-20,1,Home,314,1,314,Credit Card,32,0,Matthew Farrell,Female,1
39138,2-Jan-20,1,Clothing,373,4,1492,PayPal,21,0,Damon Madden,Male,0
38823,2-Jan-20,1,Clothing,71,5,355,Credit Card,37,1,Adam Ross,Male,1
686,2-Jan-20,1,Books,93,2,186,Cash,34,0,Kelly Rich,Female,1
48434,2-Jan-20,1,Home,12,1,12,PayPal,44,0,Jill Lopez,Male,0
34573,2-Jan-20,1,Home,471,1,471,PayPal,33,0,Drew Brown,Male,0
39040,2-Jan-20,1,Books,122,5,610,PayPal,43,0,Kathryn Stewart,Female,0
3813,2-Jan-20,1,Home,414,2,828,Credit Card,66,0,Tanya Bernard,Female,0
29438,2-Jan-20,1,Home,347,3,1041,PayPal,50,1,Cheryl Bailey MD,Male,0
12197,2-Jan-20,1,Books,455,5,2275,Credit Card,23,0,Phillip Black,Female,0
6871,2-Jan-20,1,Home,145,2,290,PayPal,42,0,Julie Williamson,Male,0
37597,2-Jan-20,1,Books,171,5,855,PayPal,33,0,Renee Fitzgerald,Male,0
22396,2-Jan-20,1,Clothing,57,1,57,Credit Card,49,0,John Brown PhD,Male,0
24538,2-Jan-20,1,Elec,409,4,1636,Credit Card,62,1,Brooke Patterson,Male,0
33829,2-Jan-20,1,Clothing,35,2,70,Cash,66,0,Ashley Macias,Male,0
22833,2-Jan-20,1,Elec,122,3,366,Credit Card,55,0,Robert Benton,Male,0
22272,2-Jan-20,1,Clothing,490,2,980,Crypto,68,0,James Thomas,Male,0
23931,2-Jan-20,1,Clothing,460,3,1380,Cash,67,0,Robert Beck,Male,0
601,2-Jan-20,1,Elec,204,2,408,PayPal,51,1,Mr. Randall Simmons MD,Female,0
13536,2-Jan-20,1,Home,483,1,483,Credit Card,19,0,Heather Sanchez,Female,0
3289,2-Jan-20,1,Home,465,3,1395,PayPal,43,1,Jeffrey Baker,Female,0
21099,2-Jan-20,1,Clothing,320,4,1280,Cash,52,1,Kevin Lee,Male,0
2467,2-Jan-20,1,Elec,178,1,178,Credit Card,22,1,Joann Spence,Male,0
39699,2-Jan-20,1,Books,261,2,522,Cash,58,1,Andrew Olson,Male,1
25197,2-Jan-20,1,Clothing,15,1,15,PayPal,20,1,Robert Moyer,Male,0
32389,2-Jan-20,1,Clothing,70,4,280,Credit Card,65,1,Logan Mooney,Male,0
34415,2-Jan-20,1,Home,172,2,344,PayPal,19,0,Dominic Washington,Male,1
12441,2-Jan-20,1,Elec,397,1,397,Credit Card,20,0,Parker James,Female,0
20356,2-Jan-20,1,Clothing,302,5,1510,PayPal,48,1,Brandon Moran,Male,0
42862,2-Jan-20,1,Elec,264,4,1056,PayPal,35,0,Isabella Haas,Male,0
8495,2-Jan-20,1,Clothing,389,4,1556,Credit Card,55,0,Amanda Murray,Male,0
47010,2-Jan-20,1,Clothing,250,4,1000,Crypto,33,0,Shawn Golden,Female,0
2529,2-Jan-20,1,Clothing,182,4,728,Credit Card,63,0,Cory Lewis,Male,0
962,2-Jan-20,1,Books,346,4,1384,Cash,66,1,Stephen Hamilton,Male,0
38248,2-Jan-20,1,Books,375,4,1500,Credit Card,40,0,Courtney Miller,Female,0
48288,2-Jan-20,1,Clothing,238,5,1190,Credit Card,52,0,Stephen Sullivan,Male,1
34612,2-Jan-20,1,Clothing,448,2,896,Cash,48,1,John Kirk,Female,1
31014,2-Jan-20,1,Clothing,460,4,1840,PayPal,36,0,Wesley Herrera,Female,1
20560,2-Jan-20,1,Books,389,1,389,Credit Card,69,0,Joshua Thomas,Female,1
26192,2-Jan-20,1,Books,154,3,462,Cash,54,0,Matthew Jones,Male,0
39692,2-Jan-20,1,Books,424,4,1696,Credit Card,25,0,James Hill,Female,0
26573,2-Jan-20,1,Books,373,2,746,Credit Card,34,1,Mark Ruiz,Female,0
3222,2-Jan-20,1,Books,433,5,2165,PayPal,52,0,Jeremiah Franklin,Male,0
775,2-Jan-20,1,Clothing,86,5,430,Credit Card,23,0,Russell Mcdonald,Male,0
30472,2-Jan-20,1,Home,469,2,938,Cash,43,0,Robert Vazquez,Male,1
46229,2-Jan-20,1,Clothing,19,3,57,PayPal,39,0,Jacqueline Macias,Female,0
37865,2-Jan-20,1,Elec,220,4,880,Credit Card,64,0,Megan Clark,Female,0
3818,2-Jan-20,1,Books,261,2,522,Credit Card,27,0,Mary Wise DDS,Female,0
44941,2-Jan-20,1,Clothing,436,5,2180,PayPal,70,0,Pamela Miller,Male,0
4834,2-Jan-20,1,Books,355,5,1775,Cash,66,0,Steven Rush,Male,0
